	Lemme	Number of occurrence
3971	tournis	1.4898206144243686
3972	courtemère	1.4898206144243686
3973	belette	1.4898206144243686
3974	autrichien	1.4898206144243686
3975	jacquot	1.4898206144243686
3976	fatma	1.4898206144243686
3977	ré	1.4898206144243686
3978	prononciation	1.4898206144243686
3979	employé	1.4898206144243686
3980	catégorie	1.4898206144243686
3981	préparation	1.4898206144243686
3982	vedette	1.4898206144243686
3983	poussée	1.4898206144243686
3984	opposition	1.4898206144243686
3985	énoncé	1.4898206144243686
3986	ruche	1.1173654608182766
3987	florent	1.1173654608182766
3988	patricia	1.1173654608182766
3989	nadia	1.1173654608182766
3990	craboutchas	1.1173654608182766
3991	sainte_walburge	1.1173654608182766
3992	givre	1.1173654608182766
3993	faline	1.1173654608182766
3994	oseille	1.1173654608182766
3995	moutons	1.1173654608182766
3996	fermoir	1.1173654608182766
3997	sabouillissa	1.1173654608182766
3998	pollen	1.1173654608182766
3999	céleri	1.1173654608182766
4000	toupet	1.1173654608182766
4001	chefettes	1.1173654608182766
4002	buz	1.1173654608182766
4003	les_cent_un_dalmatiens	1.1173654608182766
4004	celluloïd	1.1173654608182766
4005	badaboum	1.1173654608182766
4006	betterfood	1.1173654608182766
4007	fondant	1.1173654608182766
4008	manoliale	1.1173654608182766
4009	zoup	1.1173654608182766
4010	épaulard	1.1173654608182766
4011	barnie	1.1173654608182766
4012	cookie_monster	1.1173654608182766
4013	arachide	1.1173654608182766
4014	twist	1.1173654608182766
4015	croco_lion	1.1173654608182766
4016	raymond	1.1173654608182766
4017	mardi_gras	1.1173654608182766
4018	zafira	1.1173654608182766
4019	adomi	1.1173654608182766
4020	rosé	1.1173654608182766
4021	asperge	1.1173654608182766
4022	alcoolique	1.1173654608182766
4023	niger	1.1173654608182766
4024	trouille	1.1173654608182766
4025	saturne	1.1173654608182766
4026	rougea	1.1173654608182766
4027	rougette	1.1173654608182766
4028	flora_lisa	1.1173654608182766
4029	fruitella	1.1173654608182766
4030	jonction	1.1173654608182766
4031	mac	1.1173654608182766
4032	guillaume_apollinaire	1.1173654608182766
4033	strophe	1.1173654608182766
4034	urgent	1.1173654608182766
4035	grenoble	1.1173654608182766
4036	radar	1.1173654608182766
4037	miniature	1.1173654608182766
4038	remplaçant	1.1173654608182766
4039	sylou	1.1173654608182766
4040	friand	1.1173654608182766
4041	rapace	1.1173654608182766
4042	ambassadeur	1.1173654608182766
4043	diplomate	1.1173654608182766
4044	reine_des_neiges	1.1173654608182766
4045	réel	1.1173654608182766
4046	dortoir	1.1173654608182766
4047	ch	1.1173654608182766
4048	leyla	1.1173654608182766
4049	dessinateur	1.1173654608182766
4050	ferrari	1.1173654608182766
4051	luke	1.1173654608182766
4052	walibi	1.1173654608182766
4053	arwenn	1.1173654608182766
4054	caïna	1.1173654608182766
4055	coupage	1.1173654608182766
4056	palet	1.1173654608182766
4057	suspense	1.1173654608182766
4058	treizième	1.1173654608182766
4059	mathis	1.1173654608182766
4060	roller	1.1173654608182766
4061	aladar	1.1173654608182766
4062	bolognaise	1.1173654608182766
4063	parallèle	1.1173654608182766
4064	ébène	1.1173654608182766
4065	informatique	1.1173654608182766
4066	hébreu	1.1173654608182766
4067	marmoutier	1.1173654608182766
4068	abricotier	1.1173654608182766
4069	cross	1.1173654608182766
4070	bar_le_duc	1.1173654608182766
4071	iseult	1.1173654608182766
4072	wallid	1.1173654608182766
4073	entonnoir	1.1173654608182766
4074	roule_galette	1.1173654608182766
4075	papy_michel	1.1173654608182766
4076	navet	1.1173654608182766
4077	castagnettes	1.1173654608182766
4078	ambulancier	1.1173654608182766
4079	peter	1.1173654608182766
4080	naïs	1.1173654608182766
4081	macdonald	1.1173654608182766
4082	antonio	1.1173654608182766
4083	cornemuse	1.1173654608182766
4084	guadeloupe	1.1173654608182766
4085	judicaël	1.1173654608182766
4086	clément	1.1173654608182766
4087	capitaine_crochet	1.1173654608182766
4088	transcription	1.1173654608182766
4089	intestin	1.1173654608182766
4090	pharmacien	1.1173654608182766
4091	rembrandt	1.1173654608182766
4092	professeur	1.1173654608182766
4093	lilly	1.1173654608182766
4094	samoussa	1.1173654608182766
4095	rouen	1.1173654608182766
4096	okapi	1.1173654608182766
4097	échasse	1.1173654608182766
4098	heather	1.1173654608182766
4099	noaminou	1.1173654608182766
4100	clique	1.1173654608182766
4101	provence	1.1173654608182766
4102	récolte	1.1173654608182766
4103	loan	1.1173654608182766
4104	bean	1.1173654608182766
4105	serge	1.1173654608182766
4106	mélodie	1.1173654608182766
4107	trible	1.1173654608182766
4108	chantage	1.1173654608182766
4109	buzz_l_éclair	1.1173654608182766
4110	sam	1.1173654608182766
4111	pavillon	1.1173654608182766
4112	tempérament	1.1173654608182766
4113	humain	1.1173654608182766
4114	écurie	1.1173654608182766
4115	sammy	1.1173654608182766
4116	marquage	1.1173654608182766
4117	lavande	1.1173654608182766
4118	lili_et_les_escargots	1.1173654608182766
4119	goulot	1.1173654608182766
4120	gaetan	1.1173654608182766
4121	typographie	1.1173654608182766
4122	henriette	1.1173654608182766
4123	bryères	1.1173654608182766
4124	solène	1.1173654608182766
4125	eloïse	1.1173654608182766
4126	segment	1.1173654608182766
4127	pif	1.1173654608182766
4128	capricorne	1.1173654608182766
4129	chris_cross	1.1173654608182766
4130	vernis	1.1173654608182766
4131	demoiselle	1.1173654608182766
4132	badoit	1.1173654608182766
4133	cloporte	1.1173654608182766
4134	divine	1.1173654608182766
4135	pommier	1.1173654608182766
4136	troupe	1.1173654608182766
4137	minot	1.1173654608182766
4138	contexte	1.1173654608182766
4139	brocante	1.1173654608182766
4140	laverie	1.1173654608182766
4141	déchet	1.1173654608182766
4142	shadok	1.1173654608182766
4143	douceur	1.1173654608182766
4144	gallimard	1.1173654608182766
4145	saturnin	1.1173654608182766
4146	strasbourg	1.1173654608182766
4147	espoir	1.1173654608182766
4148	smarties	1.1173654608182766
4149	zozio	1.1173654608182766
4150	planning	1.1173654608182766
4151	pitchipok_le_requin	1.1173654608182766
4152	information	1.1173654608182766
4153	alcatel	1.1173654608182766
4154	pressing	1.1173654608182766
4155	dracula	1.1173654608182766
4156	hansel	1.1173654608182766
4157	gretel	1.1173654608182766
4158	entorse	1.1173654608182766
4159	orthophoniste	1.1173654608182766
4160	entretien	1.1173654608182766
4161	aurelle	1.1173654608182766
4162	ikea	1.1173654608182766
4163	scoubidou	1.1173654608182766
4164	tchoupis	1.1173654608182766
4165	chambard	1.1173654608182766
4166	bagna	1.1173654608182766
4167	précipice	1.1173654608182766
4168	jumboline	1.1173654608182766
4169	elie	1.1173654608182766
4170	brico	1.1173654608182766
4171	classeur	1.1173654608182766
4172	fortune	1.1173654608182766
4173	betty	1.1173654608182766
4174	compotine	1.1173654608182766
4175	attente	1.1173654608182766
4176	collombel	1.1173654608182766
4177	aventurier	1.1173654608182766
4178	sceptre	1.1173654608182766
4179	lilirose	1.1173654608182766
4180	thérapie	1.1173654608182766
4181	croquant	1.1173654608182766
4182	fjord	1.1173654608182766
4183	bar	1.1173654608182766
4184	masse	1.1173654608182766
4185	vrac	1.1173654608182766
4186	composition	1.1173654608182766
4187	assemblage	1.1173654608182766
4188	mousquetaire	1.1173654608182766
4189	escrime	1.1173654608182766
4190	gerone	1.1173654608182766
4191	mimosa	1.1173654608182766
4192	chorégraphie	1.1173654608182766
4193	pancarte	1.1173654608182766
4194	in_a_book	1.1173654608182766
4195	burundi	1.1173654608182766
4196	public	1.1173654608182766
4197	résidence	1.1173654608182766
4198	conférence	1.1173654608182766
4199	toc	1.1173654608182766
4200	madame_céline	1.1173654608182766
4201	oilily	1.1173654608182766
4202	guide	1.1173654608182766
4203	tommy	1.1173654608182766
4204	boîtier	1.1173654608182766
4205	parmesan	1.1173654608182766
4206	canal_plus	1.1173654608182766
4207	chirac	1.1173654608182766
4208	pic_et_pic_et_colégrame	1.1173654608182766
4209	maman_ours	1.1173654608182766
4210	réseau	1.1173654608182766
4211	postillon	1.1173654608182766
4212	wallace	1.1173654608182766
4213	impatience	1.1173654608182766
4214	meuse	1.1173654608182766
4215	débile	1.1173654608182766
4216	totor	1.1173654608182766
4217	brouillon	1.1173654608182766
4218	multiplication	1.1173654608182766
4219	délices	1.1173654608182766
4220	mouf	1.1173654608182766
4221	grosse_bouffe	1.1173654608182766
4222	crasse_tignasse	1.1173654608182766
4223	joséphine	1.1173654608182766
4224	toinou	1.1173654608182766
4225	poing	1.1173654608182766
4226	merde	1.1173654608182766
4227	texto	1.1173654608182766
4228	shangaï	1.1173654608182766
4229	kowloon	1.1173654608182766
4230	sentiment	1.1173654608182766
4231	dansons_la_capucine	1.1173654608182766
4232	enfance	1.1173654608182766
4233	délice	1.1173654608182766
4234	billy	1.1173654608182766
4235	laurier	1.1173654608182766
4236	pavé	1.1173654608182766
4237	synthèse	1.1173654608182766
4238	goire	1.1173654608182766
4239	bandage	1.1173654608182766
4240	jordane	1.1173654608182766
4241	gabriel	1.1173654608182766
4242	félicitation	1.1173654608182766
4243	incapable	1.1173654608182766
4244	net	1.1173654608182766
4245	mister_antoine	1.1173654608182766
4246	acide	1.1173654608182766
4247	spectateur	1.1173654608182766
4248	belge	1.1173654608182766
4249	étirement	1.1173654608182766
4250	bâbord	1.1173654608182766
4251	puissance	1.1173654608182766
4252	australien	1.1173654608182766
4253	mamath	1.1173654608182766
4254	bangkok	1.1173654608182766
4255	canton	1.1173654608182766
4256	polisson	1.1173654608182766
4257	président	1.1173654608182766
4258	generali	1.1173654608182766
4259	jonh	1.1173654608182766
4260	digestion	1.1173654608182766
4261	fixe	1.1173654608182766
4262	maniaque	1.1173654608182766
4263	colis	1.1173654608182766
4264	signature	1.1173654608182766
4265	algérie	1.1173654608182766
4266	petit_bateau	1.1173654608182766
4267	roquette	1.1173654608182766
4268	maligne	1.1173654608182766
4269	réflexion	1.1173654608182766
4270	ruine	1.1173654608182766
4271	monologue	1.1173654608182766
4272	béchamel	1.1173654608182766
4273	advil	1.1173654608182766
4274	coche	1.1173654608182766
4275	aluminium	1.1173654608182766
4276	opérateur	1.1173654608182766
4277	millier	1.1173654608182766
4278	gozo	1.1173654608182766
4279	toussaint	1.1173654608182766
4280	apéricube	1.1173654608182766
4281	mie	1.1173654608182766
4282	serveur	1.1173654608182766
4283	connexion	1.1173654608182766
4284	lutte	1.1173654608182766
4285	surf	1.1173654608182766
4286	source	1.1173654608182766
4287	obsession	1.1173654608182766
4288	transe	1.1173654608182766
4289	large	1.1173654608182766
4290	quantité	1.1173654608182766
4291	lu	1.1173654608182766
4292	phénomène	1.1173654608182766
4293	charme	1.1173654608182766
4294	verger	1.1173654608182766
4295	jéjé	1.1173654608182766
4296	perceur	1.1173654608182766
4297	déménageur	1.1173654608182766
4298	arrosage	1.1173654608182766
4299	tisane	1.1173654608182766
4300	marie_claude	1.1173654608182766
4301	cacret	1.1173654608182766
4302	automobile	1.1173654608182766
4303	croissance	1.1173654608182766
4304	montage	1.1173654608182766
4305	questionnaire	1.1173654608182766
4306	totale	1.1173654608182766
4307	relative	1.1173654608182766
4308	madeleine_cousin	1.1173654608182766
4309	chère	1.1173654608182766
4310	bronche	1.1173654608182766
4311	secrète	1.1173654608182766
4312	monsieur_sale	1.1173654608182766
4313	sanbarbe_et_ses_tatouages	1.1173654608182766
4314	cacatoès	1.1173654608182766
4315	babyfoot	1.1173654608182766
4316	wii	1.1173654608182766
4317	crampon	1.1173654608182766
4318	cache_cache_cochon	1.1173654608182766
4319	pitch_de_ratatouille	1.1173654608182766
4320	gianni	1.1173654608182766
4321	patafix	1.1173654608182766
4322	chiper	1.1173654608182766
4323	popeye	1.1173654608182766
4324	météo	1.1173654608182766
4325	pitou	1.1173654608182766
4326	petit_nounours	1.1173654608182766
4327	thomas_le_train	1.1173654608182766
4328	dindon_dodu	1.1173654608182766
4329	katerina	1.1173654608182766
4330	imitation	1.1173654608182766
4331	aphte	1.1173654608182766
4332	seigneur	1.1173654608182766
4333	goal	1.1173654608182766
4334	foi	1.1173654608182766
4335	tablette	1.1173654608182766
4336	hochet	1.1173654608182766
4337	clairière	1.1173654608182766
4338	oursonne	1.1173654608182766
4339	infini	1.1173654608182766
4340	pascale	1.1173654608182766
4341	latex	1.1173654608182766
4342	veilleur	1.1173654608182766
4343	poursuivant	1.1173654608182766
4344	lilou	1.1173654608182766
4345	mucho	1.1173654608182766
4346	la_rochelle	1.1173654608182766
4347	barpapapa	1.1173654608182766
4348	inondation	1.1173654608182766
4349	thibaud	1.1173654608182766
4350	patinoire	1.1173654608182766
4351	narval	1.1173654608182766
4352	alizée	1.1173654608182766
4353	trouble	1.1173654608182766
4354	sock	1.1173654608182766
4355	wapiti	1.1173654608182766
4356	râpe	1.1173654608182766
4357	fichu	1.1173654608182766
4358	plaquette	1.1173654608182766
4359	agn	1.1173654608182766
4360	écaille	1.1173654608182766
4361	physique	1.1173654608182766
4362	potage	1.1173654608182766
4363	entreprise	1.1173654608182766
4364	douillette	1.1173654608182766
4365	gigoteuse	1.1173654608182766
4366	envoi	1.1173654608182766
4367	épi	1.1173654608182766
4368	dépit	1.1173654608182766
4369	confusion	1.1173654608182766
4370	inè	1.1173654608182766
4371	celeste	1.1173654608182766
4372	et	1.1173654608182766
4373	regarde	1.1173654608182766
4374	conclusion	1.1173654608182766
4375	orangé	1.1173654608182766
4376	roudoudou	1.1173654608182766
4377	zouzounette	1.1173654608182766
4378	malléole	1.1173654608182766
4379	roquefort	1.1173654608182766
4380	émotion	1.1173654608182766
4381	clocher	1.1173654608182766
4382	tournée	1.1173654608182766
4383	murmure	1.1173654608182766
4384	nana	1.1173654608182766
4385	trouvaille	1.1173654608182766
4386	pape	1.1173654608182766
4387	nièce	1.1173654608182766
4388	ni	1.1173654608182766
4389	val	1.1173654608182766
4390	faisan	1.1173654608182766
4391	fauvette	1.1173654608182766
4392	roseau	1.1173654608182766
4393	laveur	1.1173654608182766
4394	aveugle	1.1173654608182766
4395	bélier	1.1173654608182766
4396	ânon	1.1173654608182766
4397	hiphop	1.1173654608182766
4398	choupignon	1.1173654608182766
4399	play_doh	1.1173654608182766
4400	carrefour	1.1173654608182766
4401	cél	1.1173654608182766
4402	terrine	1.1173654608182766
4403	pintade	1.1173654608182766
4404	précédent	1.1173654608182766
4405	encrier	1.1173654608182766
4406	événement	1.1173654608182766
4407	gorgée	1.1173654608182766
4408	chevet	1.1173654608182766
4409	perdrix	1.1173654608182766
4410	maya	1.1173654608182766
4411	coralie	1.1173654608182766
4412	cec	1.1173654608182766
4413	lau	1.1173654608182766
4414	philipon	1.1173654608182766
4415	simagrée	1.1173654608182766
4416	corée	1.1173654608182766
4417	paquerette	1.1173654608182766
4418	songeur	1.1173654608182766
4419	dizane	1.1173654608182766
4420	donna	1.1173654608182766
4421	isa	1.1173654608182766
4422	frise	1.1173654608182766
4423	plinthe	1.1173654608182766
4424	cathy	1.1173654608182766
4425	océ	1.1173654608182766
4426	joint	1.1173654608182766
4427	cacahouète	1.1173654608182766
4428	retombée	1.1173654608182766
4429	grossesse	1.1173654608182766
4430	boisson	1.1173654608182766
4431	mum	1.1173654608182766
4432	serrure	1.1173654608182766
4433	fenouil	1.1173654608182766
4434	linguistique	1.1173654608182766
4435	tentation	1.1173654608182766
4436	fronce	1.1173654608182766
4437	concerto	1.1173654608182766
4438	aba	1.1173654608182766
4439	bu	1.1173654608182766
4440	rallonge	1.1173654608182766
4441	régal	1.1173654608182766
4442	consigne	1.1173654608182766
4443	anai	1.1173654608182766
4444	chatte	1.1173654608182766
4445	chevreau	1.1173654608182766
4446	kawawa	1.1173654608182766
4447	win	1.1173654608182766
4448	seringue	1.1173654608182766
4449	mae	1.1173654608182766
4450	flacon	1.1173654608182766
4451	minoune	1.1173654608182766
4452	corail	1.1173654608182766
4453	wc	1.1173654608182766
4454	can	1.1173654608182766
4455	chloée	1.1173654608182766
4456	fifille	1.1173654608182766
4457	soupière	1.1173654608182766
4458	kalife	1.1173654608182766
4459	constructeur	1.1173654608182766
4460	fat	1.1173654608182766
4461	goret	1.1173654608182766
4462	chipinette	1.1173654608182766
4463	ninoune	1.1173654608182766
4464	manivelle	1.1173654608182766
4465	grappe	1.1173654608182766
4466	banquise	1.1173654608182766
4467	domestique	1.1173654608182766
4468	asticot	1.1173654608182766
4469	destructrice	1.1173654608182766
4470	edelweiss	1.1173654608182766
4471	saucissonnaille	1.1173654608182766
4472	associé	1.1173654608182766
4473	monument	1.1173654608182766
4474	réservoir	1.1173654608182766
4475	compromis	1.1173654608182766
4476	politique	1.1173654608182766
4477	indifférence	1.1173654608182766
4478	tchèque	1.1173654608182766
4479	noiraud	1.1173654608182766
4480	imprimerie	1.1173654608182766
4481	repartie	1.1173654608182766
4482	végétation	1.1173654608182766
4483	goulu	1.1173654608182766
4484	lasso	1.1173654608182766
4485	africain	1.1173654608182766
4486	cuir	1.1173654608182766
4487	alerte	1.1173654608182766
4488	vincennes	1.1173654608182766
4489	conf	1.1173654608182766
4490	photocopie	1.1173654608182766
4491	éther	1.1173654608182766
4492	zigzag	1.1173654608182766
4493	poulie	1.1173654608182766
4494	planque	1.1173654608182766
4495	cervelle	1.1173654608182766
4496	poitrine	1.1173654608182766
4497	coqueluche	1.1173654608182766
4498	obligation	1.1173654608182766
4499	compartiment	1.1173654608182766
4500	scania	1.1173654608182766
4501	yvette	1.1173654608182766
4502	auteur	1.1173654608182766
4503	représentant	1.1173654608182766
4504	motion	1.1173654608182766
4505	charlie	1.1173654608182766
4506	bovet	1.1173654608182766
4507	congrès	1.1173654608182766
4508	décompte	1.1173654608182766
4509	refus	1.1173654608182766
4510	centime	1.1173654608182766
4511	achat	1.1173654608182766
4512	obsédé	1.1173654608182766
4513	invitation	1.1173654608182766
4514	immortelle	1.1173654608182766
4515	administration	1.1173654608182766
4516	intervalle	1.1173654608182766
4517	calembour	1.1173654608182766
4518	psycho	1.1173654608182766
4519	jean_michel	1.1173654608182766
4520	maçon	1.1173654608182766
4521	bestiau	1.1173654608182766
4522	million	1.1173654608182766
4523	cartouche	1.1173654608182766
4524	transition	1.1173654608182766
4525	saint_denis	1.1173654608182766
4526	hiérarchie	1.1173654608182766
4527	boulevard	1.1173654608182766
4528	gouvernement	1.1173654608182766
4529	comprimé	1.1173654608182766
4530	scandale	1.1173654608182766
4531	jacqueline	1.1173654608182766
4532	roulante	1.1173654608182766
4533	régression	1.1173654608182766
4534	miséricorde	1.1173654608182766
4535	séjour	1.1173654608182766
4536	défaut	1.1173654608182766
4537	opéra	1.1173654608182766
4538	borborygme	1.1173654608182766
4539	parcours	1.1173654608182766
4540	antiquité	1.1173654608182766
4541	aspect	1.1173654608182766
4542	précaution	1.1173654608182766
4543	remède	1.1173654608182766
4544	guy	1.1173654608182766
4545	interrogation	1.1173654608182766
4546	bourre	1.1173654608182766
4547	propriété	1.1173654608182766
4548	bourreau	1.1173654608182766
4549	saloperie	1.1173654608182766
4550	soufflerie	1.1173654608182766
4551	tyran	1.1173654608182766
4552	maillon	1.1173654608182766
4553	cirage	1.1173654608182766
4554	nécessité	1.1173654608182766
4555	juron	1.1173654608182766
4556	roux	1.1173654608182766
4557	parachute	1.1173654608182766
4558	tini	1.1173654608182766
4559	totem	1.1173654608182766
4560	dino	1.1173654608182766
4561	poupette	1.1173654608182766
4562	oh	1.1173654608182766
4563	fabienne	1.1173654608182766
4564	khalid	1.1173654608182766
4565	gloria	1.1173654608182766
4566	volée	1.1173654608182766
4567	pitchounette	1.1173654608182766
4568	cra_cra	1.1173654608182766
4569	muriel	1.1173654608182766
4570	habitat	1.1173654608182766
4571	chalutier	1.1173654608182766
4572	mimicracra	1.1173654608182766
4573	étude	1.1173654608182766
4574	talent	1.1173654608182766
4575	hangar	1.1173654608182766
4576	palme	1.1173654608182766
4577	profil	1.1173654608182766
4578	électronique	1.1173654608182766
4579	trognon	1.1173654608182766
4580	blocage	1.1173654608182766
4581	générique	1.1173654608182766
4582	disposition	1.1173654608182766
4583	boubou	1.1173654608182766
4584	invasion	1.1173654608182766
4585	correction	1.1173654608182766
4586	stock	1.1173654608182766
4587	distinction	1.1173654608182766
4588	thym	1.1173654608182766
4589	ledo	1.1173654608182766
4590	hausse	1.1173654608182766
4591	pronom	1.1173654608182766
4592	interruption	1.1173654608182766
4593	lentille	1.1173654608182766
4594	cavalier	1.1173654608182766
4595	nerf	1.1173654608182766
4596	pioupiou	1.1173654608182766
4597	fac	1.1173654608182766
4598	variable	1.1173654608182766
4599	buffet	1.1173654608182766
4600	liaison	1.1173654608182766
4601	indication	1.1173654608182766
4602	propriétaire	1.1173654608182766
4603	scientifique	1.1173654608182766
4604	terme	1.1173654608182766
4605	réussite	1.1173654608182766
4606	scottex	0.7449103072121843
4607	drache	0.7449103072121843
4608	mémère	0.7449103072121843
4609	trooz	0.7449103072121843
4610	kellogs	0.7449103072121843
4611	vidéo	0.7449103072121843
4612	geoffrey	0.7449103072121843
4613	sainte_vierge	0.7449103072121843
4614	vottem	0.7449103072121843
4615	fatras	0.7449103072121843
4616	tévé	0.7449103072121843
4617	boulgour	0.7449103072121843
4618	expéditeur	0.7449103072121843
4619	tonnelle	0.7449103072121843
4620	grand_mamy	0.7449103072121843
4621	tannée	0.7449103072121843
4622	simbad	0.7449103072121843
4623	toast	0.7449103072121843
4624	grand_papa	0.7449103072121843
4625	carabin	0.7449103072121843
4626	dictaphone	0.7449103072121843
4627	zed	0.7449103072121843
4628	bossu	0.7449103072121843
4629	mamours	0.7449103072121843
4630	dormant	0.7449103072121843
4631	pervita	0.7449103072121843
4632	margarine	0.7449103072121843
4633	bêche	0.7449103072121843
4634	allison	0.7449103072121843
4635	gargouillis	0.7449103072121843
4636	rabbit	0.7449103072121843
4637	yak	0.7449103072121843
4638	roger_rabbit	0.7449103072121843
4639	plunkett	0.7449103072121843
4640	finaud	0.7449103072121843
4641	gadget	0.7449103072121843
4642	muscade	0.7449103072121843
4643	malpropre	0.7449103072121843
4644	pette	0.7449103072121843
4645	cèpe	0.7449103072121843
4646	trottinou	0.7449103072121843
4647	arouna	0.7449103072121843
4648	amédée	0.7449103072121843
4649	bifteck	0.7449103072121843
4650	dompteur	0.7449103072121843
4651	butte	0.7449103072121843
4652	grambé	0.7449103072121843
4653	toupies	0.7449103072121843
4654	dodu	0.7449103072121843
4655	tonin	0.7449103072121843
4656	crambé	0.7449103072121843
4657	alf	0.7449103072121843
4658	fernand	0.7449103072121843
4659	sergane	0.7449103072121843
4660	saint_hubert	0.7449103072121843
4661	superman	0.7449103072121843
4662	turquoise	0.7449103072121843
4663	ordure	0.7449103072121843
4664	marécage	0.7449103072121843
4665	béret	0.7449103072121843
4666	caboche	0.7449103072121843
4667	génoise	0.7449103072121843
4668	dirigeable	0.7449103072121843
4669	mamy_lou	0.7449103072121843
4670	plongeur	0.7449103072121843
4671	trophée	0.7449103072121843
4672	mamie_annie	0.7449103072121843
4673	croco_gorille	0.7449103072121843
4674	trou_trou	0.7449103072121843
4675	suçon	0.7449103072121843
4676	audrey_anne	0.7449103072121843
4677	louïc	0.7449103072121843
4678	jean_claude	0.7449103072121843
4679	walkman	0.7449103072121843
4680	miel_pop	0.7449103072121843
4681	miel_pops	0.7449103072121843
4682	ninjas	0.7449103072121843
4683	héliport	0.7449103072121843
4684	snack	0.7449103072121843
4685	snickers	0.7449103072121843
4686	badia	0.7449103072121843
4687	rama	0.7449103072121843
4688	roucoulement	0.7449103072121843
4689	passat	0.7449103072121843
4690	alfa_romeo	0.7449103072121843
4691	paresseuse	0.7449103072121843
4692	ido	0.7449103072121843
4693	traînée	0.7449103072121843
4694	audrey	0.7449103072121843
4695	farid	0.7449103072121843
4696	respiration	0.7449103072121843
4697	règlement	0.7449103072121843
4698	minérale	0.7449103072121843
4699	sarko	0.7449103072121843
4700	coca_cola_zéro	0.7449103072121843
4701	beaujolais	0.7449103072121843
4702	gousset	0.7449103072121843
4703	de_funès	0.7449103072121843
4704	sodexo	0.7449103072121843
4705	pèlerinage	0.7449103072121843
4706	bretonne	0.7449103072121843
4707	les_belles_histoires	0.7449103072121843
4708	leroy_merlin	0.7449103072121843
4709	limitation	0.7449103072121843
4710	tibia	0.7449103072121843
4711	arbitre	0.7449103072121843
4712	carreleur	0.7449103072121843
4713	mortier	0.7449103072121843
4714	moine	0.7449103072121843
4715	berlin	0.7449103072121843
4716	braillement	0.7449103072121843
4717	arita	0.7449103072121843
4718	lanceur	0.7449103072121843
4719	ballerine	0.7449103072121843
4720	égout	0.7449103072121843
4721	vert	0.7449103072121843
4722	dentelle	0.7449103072121843
4723	julia	0.7449103072121843
4724	rosa	0.7449103072121843
4725	configuration	0.7449103072121843
4726	fleuriste	0.7449103072121843
4727	dopey	0.7449103072121843
4728	bonsaï	0.7449103072121843
4729	maurice_carême	0.7449103072121843
4730	intrus	0.7449103072121843
4731	esclave	0.7449103072121843
4732	monsieur_glou_glou	0.7449103072121843
4733	villa	0.7449103072121843
4734	cousin_relative	0.7449103072121843
4735	luciole	0.7449103072121843
4736	web	0.7449103072121843
4737	licence	0.7449103072121843
4738	canotier	0.7449103072121843
4739	paquebot	0.7449103072121843
4740	signalisation	0.7449103072121843
4741	safari	0.7449103072121843
4742	dimitri	0.7449103072121843
4743	mât	0.7449103072121843
4744	restant	0.7449103072121843
4745	bird	0.7449103072121843
4746	accrobranche	0.7449103072121843
4747	famiparc	0.7449103072121843
4748	alec	0.7449103072121843
4749	béné	0.7449103072121843
4750	devinette	0.7449103072121843
4751	fantasme	0.7449103072121843
4752	carcasse	0.7449103072121843
4753	metteur	0.7449103072121843
4754	aladdin	0.7449103072121843
4755	mécano	0.7449103072121843
4756	russel	0.7449103072121843
4757	luis_hamilton	0.7449103072121843
4758	biologie	0.7449103072121843
4759	ezoan	0.7449103072121843
4760	mamie_magalie	0.7449103072121843
4761	oi	0.7449103072121843
4762	virgin	0.7449103072121843
4763	déduction	0.7449103072121843
4764	balard	0.7449103072121843
4765	mahaut	0.7449103072121843
4766	ai	0.7449103072121843
4767	moratoire	0.7449103072121843
4768	somnambule	0.7449103072121843
4769	smecta	0.7449103072121843
4770	layla	0.7449103072121843
4771	yoda	0.7449103072121843
4772	jedi	0.7449103072121843
4773	dork_vador	0.7449103072121843
4774	cajou	0.7449103072121843
4775	fourmilier	0.7449103072121843
4776	barbatruc	0.7449103072121843
4777	barbitruc	0.7449103072121843
4778	vermeil	0.7449103072121843
4779	flaine	0.7449103072121843
4780	milena	0.7449103072121843
4781	pierre_corneille	0.7449103072121843
4782	lucette	0.7449103072121843
4783	léfélant	0.7449103072121843
4784	taya	0.7449103072121843
4785	langouste	0.7449103072121843
4786	thoiry	0.7449103072121843
4787	henri_salvador	0.7449103072121843
4788	elvis_presley	0.7449103072121843
4789	jean_de_la_fontaine	0.7449103072121843
4790	trois_mousquetaires	0.7449103072121843
4791	diams	0.7449103072121843
4792	mirage	0.7449103072121843
4793	grévin	0.7449103072121843
4794	codage	0.7449103072121843
4795	rédaction	0.7449103072121843
4796	paresseux	0.7449103072121843
4797	illustration	0.7449103072121843
4798	footballeur	0.7449103072121843
4799	réverbère	0.7449103072121843
4800	mabeleile	0.7449103072121843
4801	céramique	0.7449103072121843
4802	yanis	0.7449103072121843
4803	jaco	0.7449103072121843
4804	kit	0.7449103072121843
4805	légende	0.7449103072121843
4806	ustensile	0.7449103072121843
4807	gordini	0.7449103072121843
4808	normalité	0.7449103072121843
4809	largeur	0.7449103072121843
4810	tartiflette	0.7449103072121843
4811	brassière	0.7449103072121843
4812	wolderine	0.7449103072121843
4813	octopus	0.7449103072121843
4814	ébonite	0.7449103072121843
4815	lucernaire	0.7449103072121843
4816	vôtre	0.7449103072121843
4817	niet	0.7449103072121843
4818	décolleté	0.7449103072121843
4819	la_prophétie_des_grenouilles	0.7449103072121843
4820	freinage	0.7449103072121843
